CountryID,CountryName,Region,IncomeLevel,ECIID,Year,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPgrowth,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,GovernmentSpendingToGDP,GovernmentSpendingAnnualGrowth,GovernmentSpending,GovernmentEducationSpendingToGDP,GovernmentEducationSpendingToTotalSpending,GovernmentMilitarySpendingToGDP,GovernmentMilitarySpendingToTotalSpending,GovernmentMilitarySpending,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
DEU,Germany,Europe & Central Asia,High income,ECI-DEU-2022,2022,1.17097E+11,1.506606153,62728998896,4.319008164,1.79826E+11,4163600000000.0,1.369731055,4.05964E+12,6.872574386,6.091856622,6.091856622,1.42277E+11,1.05645E+11,89.06412737,21.65352325,21.52132731,1.565957847,89661228.18,4.543894762,9.197148468,1.377138426,2.783375562,56153121240,100,0.6193,147.7071,0.0448,32.68548202,,9.093100508,,,,,1.34,,,83.2,78.33,80.70560976,,,99.99999856,99.9164119,,,,,1.877,6.788,2.704,3.12,6.028,0.949623753
DJI,Djibouti,Middle East & North Africa,Lower middle income,ECI-DJI-2022,2022,-187022847.6,5.090028714,187022847.6,,,3674298479.0,3.72857647,3528185111,5.17980848,4.619220158,4.619220158,273371587.4,577744640.9,340.1940146,50.11693874,15.17964678,-14.26541628,555111716.1,,,,,,65,,0.3465,,0.257308024,26.9,1.866069356,2439115289,,,,,,2.07,65.503,60.336,62.859,,,76.16711708,,,,,,,,,,,177.721
DMA,Dominica,Latin America & Caribbean,Upper middle income,ECI-DMA-2022,2022,-18377103.07,2.907601702,17653772.96,-0.119133506,-723330.1148,607159259.3,5.583546263,,7.780615252,3.563036298,3.563036298,-209078101.7,-176941048.6,,43.75462135,,,,6.431423187,9.356645761,,,,100,,0.0259,0.0001,63.82666667,8.9,2.133899979,356748100.8,,,,,,6.72,76.451,69.875,72.981,,,,,,,,,,,,,,2.7
DNK,Denmark,Europe & Central Asia,High income,ECI-DNK-2022,2022,1557800461,7.667933511,30820919526,8.055498533,32378719987,401946000000.0,1.540173107,3.63545E+11,7.696566999,9.096965534,9.096965534,10998063782,38300184036,131.5431511,59.95076084,21.68184416,-2.796915825,87146159662,5.296434425,11.84358482,1.367615491,3.3926416,547515488,100,0.0587,11.1572,0.001,15.758,,7.322688304,,,,,1.96,,,83.2,79.5,81.30487805,,,100,99.91882919,,,,,3.551,7.635,3.739,4.434,10.573,7.076151863
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,ECI-DOM-2022,2022,-4098800000,3.567107522,4050000000,-0.042981444,-48800000,113537000000.0,4.858324036,1.25012E+11,8.811092093,10.71415565,10.71415565,-17162400000,-11668900000,54.23152556,15.27576364,11.34424686,3.87418537,1287995933,3.942713776,22.36263466,0.668116979,3.687999517,76763241.92,98.1,0.1836,7.9774,0.0005,44.82092833,,4.132623923,43552980698,66300668456,66300668456,,16.21,,3.28,77.536,71.044,74.17,95.5,98.52999878,96.75452434,44.94117681,48.32485428,2,,21.4,5.18,4.463,7.754,5.504,13.056,55.14099167
DZA,Algeria,Middle East & North Africa,Upper middle income,ECI-DZA-2022,2022,-155427080.2,0.106370751,240013321.3,0.037487511,84586241.17,225638000000.0,3.6,2.02137E+11,9.265515516,22.95126261,22.95126261,26998549833,22611513315,51.20237574,5.090981155,16.53598913,2.822,37311369645,4.749246597,13.11562332,4.695221939,12.67231918,914581174.3,100,0.101,44.4738,0.0023,0.826332964,,5.787845472,1290522237,,,,,,0.14,78.457,75.853,77.129,,,94.66139755,70.59793396,84.8040972,,,,,,,,,141.994975
ECU,Ecuador,Latin America & Caribbean,Upper middle income,ECI-ECU-2022,2022,-880294803.5,0.755059962,880294803.5,,,116586000000.0,6.186139073,1.16643E+11,3.466169722,2.195711083,2.195711083,2544182632,-107856549.8,61.62166239,7.267248593,13.4226735,1.838343155,15625178,3.59897995,9.293259627,2.248155134,5.714588719,258648,100,0.5446,20.4313,0.0046,49.80387341,,3.964576321,49373483088,,,,4.74,,4.65,80.481,75.313,77.894,94,96.37000275,95.70334323,67.08951177,87.2295529,4,25.2,27.5,5.175,1.985,5.574,3.713,8.219,1
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,ECI-EGY-2022,2022,-11058100000,2.39118081,11399900000,0.071694103,341800000,476748000000.0,6.587845609,5.0921E+11,13.89566098,10.42578924,10.42578924,-27023612500,-20848306000,36.98310488,11.95012982,7.268953236,4.911591356,3465455928,,,1.484815143,4.636176484,464592247.6,100,2.7872,52.7676,0.0004,0.045185594,,2.959945657,111000000000,,,,,,3.89,72.557,67.869,70.159,74.5,92.23999786,98.7688579,,,,,,15.183,4.705,6.804,7.344,18.871,19.16043974
ERI,Eritrea,Sub-Saharan Africa,Low income,ECI-ERI-2022,2022,,,,,,,,,,,,,,,,,,,,,,,,55.4,,0.2098,,8.666001453,,1.868044876,634610040.9,,,,,,,68.678,64.457,66.604,,,,,,,,,,,,,,15.075
ESP,Spain,Europe & Central Asia,High income,ECI-ESP-2022,2022,4481045301,4.527406753,65488854829,4.837192515,69969900130,1446500000000.0,6.179312226,1.43373E+12,8.390576341,4.711874184,4.711874184,-63202599215,12149032172,78.62756246,17.46487705,19.96412423,-0.182694954,2887868719,4.315878868,9.248933792,1.433996575,3.438422379,23657632.83,100,0.9141,92.9329,4.0727,37.18279228,,6.383833189,,,,,5.85,,,85.9,80.4,83.08292683,,,99.92515757,99.56714264,,,20.2,,7.903,18.629,13.756,12.917,29.761,0.949623753
EST,Estonia,Europe & Central Asia,High income,ECI-EST-2022,2022,-164683262.7,4.893201225,1877817161,4.464070871,1713133899,38376046175.0,0.060427832,38554982306,19.39826341,15.78242251,15.78242251,-2961014676,-476277970.7,174.5639942,53.80721533,19.29138668,0.526765448,743241522.4,,,2.164426415,5.453143618,818278963.8,100,0.071,2.4602,0.0001,57.0652937,,11.54199164,,,,,0.24,,,82.4,73.7,77.94390244,,,100,97.01938262,,,22.5,,3.654,12.007,5.895,5.571,18.561,0.949623753
ETH,Ethiopia,Sub-Saharan Africa,Low income,ECI-ETH-2022,2022,-3669991332,2.89493814,3669991332,,,126773000000.0,5.321176284,1.39559E+11,33.88987971,34.66735302,34.66735302,-12765318389,-13216642105,26.59550123,11.40077346,7.361732918,-17.83818344,933266781.9,3.736495185,23.64296936,0.869861418,6.856336186,131445.9393,55,0.4364,6.6325,0.0016,14.99462063,,1.330572626,29046978825,,,,10.32,,1.59,68.903,62.613,65.645,,,51.51295966,13.23789824,8.321746212,,,,,,,,,51.75621503
FIN,Finland,Europe & Central Asia,High income,ECI-FIN-2022,2022,8945607711,4.672985506,13095645413,7.865092031,22041253123,280242000000.0,1.450048073,2.8678E+11,7.123507733,5.449434224,5.449434224,-235553246.6,-5573774399,94.13205874,27.61511702,24.15229129,-1.294685623,67678382924,,,1.573638725,2.966437678,444636819.4,100,,9.661,,73.72649966,,8.678812103,,,,,1.29,,,83.8,78.7,81.18780488,,,100,99.64202706,,,12.2,,3.915,13.542,7.494,6.719,14.19,0.949623753
FJI,Fiji,East Asia & Pacific,Upper middle income,ECI-FJI-2022,2022,-86910439.14,2.08434485,103581591.6,0.335469172,16671152.43,4969503561.0,19.79272669,6031443451,4.520192664,2.447985026,2.447985026,-1632033956,-1057603378,117.5065594,41.91311813,2.588755279,,119189299.6,3.938395518,12.64653397,1.349276791,4.361413589,6737814.724,92,,1.0664,,63.12972085,28.4,3.598782713,2264666882,,,,,,4.09,70.239,66.465,68.312,,,95.48863265,41.86358122,86.52844163,,,,,,,,,2.201406987
FRA,France,Europe & Central Asia,High income,ECI-FRA-2022,2022,-21135660318,3.918564455,1.09575E+11,3.162721247,88439244147,2796300000000.0,2.570840474,2.87412E+12,5.222367484,3.220632171,3.220632171,-1.39511E+11,-71200178874,75.79014361,23.31445267,23.86136359,2.533589777,6.67236E+11,,,1.932423539,3.313917296,53638748769,100,1.9855,123.3696,2.3177,31.81367419,,6.113451969,,,,,3.81,,,85.2,79.4,82.22926829,,,100,99.70414541,,,,,4.733,13.118,8.17,7.303,18.104,0.949623753
FRO,Faroe Islands,Europe & Central Asia,High income,ECI-FRO-2022,2022,,,,,,3566698398.0,3.556023804,3570839066,,5.779142883,5.779142883,,,124.535531,,27.33522198,,974964924.4,,,,,,100,,,0.002,0.058394161,7.9,0.9378707,,,,,,,,85.4,81.3,83.3,,,100,,,,,,,,,,,7.076151863
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,ECI-FSM-2022,2022,,,,,,430000000.0,-0.778210117,,5.408743755,11.12116642,11.12116642,,,84.83713953,,,,,,,,,,85.3,,,,92.11428571,2,0.434379293,,,,,,,,74.823,67.325,70.925,,,,,,,,,,,,,,1
GAB,Gabon,Sub-Saharan Africa,Upper middle income,ECI-GAB-2022,2022,,,,,,20440655695.0,3.037614495,11631882359,4.231247983,14.75834268,14.75834268,,,92.06308885,,1.86971566,3.835211459,22915848.88,2.277364922,13.83379588,1.31756189,8.131841934,277674769,93.5,,0.2031,0.0003,91.22847052,,8.127501546,6193049926,,,,,,3.04,68.359,63.361,65.694,85.69000244,90.63999939,86.92776588,,,,,,,,,,,623.7597009
GBR,United Kingdom,Europe & Central Asia,High income,ECI-GBR-2022,2022,79991422960,1.441788923,44897919401,4.010521485,1.24889E+11,3114040000000.0,4.839085147,3.16842E+12,7.922048831,5.443904798,5.443904798,-2.58722E+11,-58861789738,68.88053014,26.24429827,2.827582448,2.253327587,6.48577E+11,4.959175587,1.643751973,2.73925588,4.793878522,6481634277,100,1.4518,107.0033,0.0558,13.25548712,,5.996658849,,5760000000000,,75181624713,10.44,,,83.8,80.4,82.05853659,,,99.99999788,99.80414701,,,,,2.359,6.488,4.48,3.768,10.664,0.811301716
GEO,Georgia,Europe & Central Asia,Upper middle income,ECI-GEO-2022,2022,-1921737516,9.153285756,2286908992,1.461588057,365171475.9,24984568960.0,10.95853214,27417506378,11.89816542,8.135450144,8.135450144,-5100019169,-2425614321,114.6954377,34.95020238,12.52938293,-0.811756416,313412317.4,3.754988728,12.17459774,1.465733113,4.973878915,3634417.697,100,0.0853,4.3488,,40.61591596,,5.043741391,19089391183,16708082392,12186937574,4521144818,4.2,,14.36,76.461,66.76,71.587,100,100,94.97753546,69.14185103,91.75734933,4.3,15.6,25,,,,,,2.9162
GHA,Ghana,Sub-Saharan Africa,Lower middle income,ECI-GHA-2022,2022,-1472569630,1.923440657,1428411737,-0.059461208,-44157893.18,74263364042.0,3.817504621,74848090530,31.2558951,28.16824787,28.16824787,2654684617,-808449499.4,70.1154558,26.86653594,6.652534328,-0.326681491,494395786,2.952944183,13.17934123,0.337946356,1.249531539,229278866.3,85.1,,9.3202,,35.1604431,,1.454181995,34895057936,,,,32.79,,6.46,66.13,61.805,63.945,,85.86000061,88.36760955,44.4680832,41.68938799,,,,5.084,2.166,5.999,2.87,5.191,8.2724
GIB,Gibraltar,Europe & Central Asia,High income,ECI-GIB-2022,2022,,,,,,,,,,,,,,,,,,,,7.827564354,,,,100,,0.5478,0.0006,,,18.57002313,,,,,,,,84.691,80.93,82.83,,,100,100,,,,,,,,,,0.811301716
GIN,Guinea,Sub-Saharan Africa,Lower middle income,ECI-GIN-2022,2022,-650100000,3.306303554,658300000,0.041184398,8200000,19910452542.0,3.972407842,20573066395,10.493041,2.805582924,2.805582924,3910068000,3149560000,94.16527269,5.283014024,17.12821323,-5.743927136,348832946.4,1.985614896,11.94969559,2.168447177,15.79769468,44126169.73,47.7,,1.8064,,24.86163112,66.6,1.989379399,3772771373,,,,,,1.07,60.238,57.643,58.985,,,71.45121161,,20.63609532,,,,,,,,,
GMB,"Gambia, The",Sub-Saharan Africa,Low income,ECI-GMB-2022,2022,-231488000,10.4995861,231488000,0.090713869,2000000,2204734528.0,5.49299823,2833888902,11.51311984,8.817075804,8.817075804,-642377407.6,-562139048.6,44.72192154,15.93307617,8.362463195,-2.597285682,18437113.43,2.742823124,14.48432827,0.693939999,3.966438574,152518.5474,65.4,,0.3542,,22.8459585,47.7,0.72760168,891354908.2,,,,,,1.91,64.344,61.481,62.906,58.66999817,74.69999695,85.64661299,47.67465253,12.94233417,,,,,,,,,54.92346736
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,ECI-GNB-2022,2022,-21122877.9,1.205493766,21658003.84,0.029785339,535125.946,1796608531.0,4.605831807,2099875958,9.393838775,4.214284393,4.214284393,-153662379.7,-297833123.4,47.36224983,11.91169962,19.96447318,-1.566313336,3576493.719,,,1.621957839,6.766292334,24538678.14,37.4,,0.2015,,69.8125889,87.4,1.424392635,976283529.5,,,,,,3.41,61.929,57.671,59.861,53.90000153,68.94999695,61.77613328,23.87160184,19.68909274,,,,6.132,3.515,7.134,2.666,2.837,623.7597009
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,ECI-GNQ-2022,2022,,-0.005024678,-687760,-0.005024678,-687760,13687643436.0,3.223508317,10386025243,4.786717047,22.10040873,22.10040873,,,81.81301614,,22.16266533,7.327394197,333464645.7,,,1.331878319,7.746165354,156791634.9,67,,0.5069,,86.6916221,4.2,4.533848615,,,,,9.94,,,63.261,59.432,61.19,,,,,,,,,,,,,,623.7597009
GRC,Greece,Europe & Central Asia,High income,ECI-GRC-2022,2022,-5482368436,3.631199029,7947989003,1.12646847,2465620567,218881000000.0,5.74364919,2.39979E+11,9.645259813,6.495824145,6.495824145,-41589589824,-21630962871,107.6792079,36.33427106,19.98568756,2.146757848,43744786145,,,4.242397293,7.613686593,8745382719,100,0.1487,17.6215,0.0019,30.26997673,,7.009219803,,,,,5.16,,,83.3,78.1,80.63658537,,,99.99999949,98.87964129,,,,,8.876,14.4,14.506,12.426,31.369,0.949623753
GRD,Grenada,Latin America & Caribbean,Upper middle income,ECI-GRD-2022,2022,-144372675.9,12.75823897,156234559.3,0.968650843,11861882.96,1224577778.0,7.320740616,,2.580539259,1.624941611,1.624941611,-457003335.6,-78968977.78,,75.4711914,,,,3.935364962,9.872722626,,,,94.2,,0.047,,52.05882353,10,1.64481281,565772095.6,,,,,,4.66,78.298,72.588,75.335,,,,,,,,,,,,,,2.7
GRL,Greenland,Europe & Central Asia,High income,ECI-GRL-2022,2022,,,,,,,,,,,,,,,,,,,,,,,,100,,0.0954,0.0011,0.000535997,11.7,11.30936623,,,,,,,,73.41,69.76,71.5404878,,,100,,,,,,,,,,,7.076151863
GTM,Guatemala,Latin America & Caribbean,Upper middle income,ECI-GTM-2022,2022,-718760810,1.516328424,1450072830,0.764726557,731312020,95630524813.0,4.200155889,1.11445E+11,6.885128233,6.315275909,6.315275909,-14299670350,-15798686090,54.43283808,9.695261736,11.47554247,7.229597181,1974121491,3.229499339,18.93992233,0.464713796,3.23553336,441379596,99.1,0.439,10.8358,,32.7043673,,2.370623688,24153202828,26979152315,26979152315,,11.69,,4.42,71.754,65.697,68.674,83.03117371,94.98435211,94.61610883,56.29330505,,,,,2.444,2.374,6.599,3.051,6.591,7.74824375
GUM,Guam,East Asia & Pacific,High income,ECI-GUM-2022,2022,,,,,,6910000000.0,5.099864262,,,5.46517905,5.46517905,,,71.86685962,,,,,,,,,,100,,,,51.85185185,6.7,0.092020826,,,,,,,,82.046,74.838,78.33,,,99.6952,99.05979173,,,,,,,,,,1
GUY,Guyana,Latin America & Caribbean,High income,ECI-GUY-2022,2022,-437345895.1,2.990205147,440109966.1,0.018779714,2764071,14718387017.0,63.33458716,,6.115055501,12.06044525,12.06044525,8094981860,4468703807,,27.85182951,,,,,,0.613942333,2.964727824,88198241.21,93,,1.0311,0.0001,93.4565969,12.1,10.08377179,1668002847,,,,,,1.59,69.399,62.778,65.989,90.02999878,97.90000153,95.85973728,,83.47257783,,,,,,,,,208.5
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,ECI-HKG-2022,2022,-3405694646,34.12723019,1.22408E+11,33.17776071,1.19002E+11,358681000000.0,-3.683571131,3.44004E+11,1.881367072,1.688858298,1.688858298,-5143917471,14701762132,384.879499,40.78956151,14.33694283,7.954182963,5142389944,3.728661666,,,,,100,,5.1948,0.0111,,,5.176392916,,,,,,,,86.77,80.7,83.66097561,,,100,100,,,,,3.309,5.249,4.615,4.318,11.044,7.831416667
HND,Honduras,Latin America & Caribbean,Lower middle income,ECI-HND-2022,2022,-737736078.8,2.41292398,758286498.8,0.065392963,20550420.04,31426041807.0,4.14356194,40168809167,9.089639115,9.31239503,9.31239503,-8170212068,-8539783830,112.6985249,21.88177653,14.27693865,-4.135334679,4486411226,4.441578866,,1.452195865,6.966593415,45831362.14,94.4,,4.6589,0.0326,56.46045223,,2.112650078,10600629833,17561650201,13119679014,4441971188,,,5.77,73.157,68.461,70.728,,,95.80409488,65.20679694,84.96356058,,,,8.535,9.412,11.138,8.774,13.803,24.48587373
HRV,Croatia,Europe & Central Asia,High income,ECI-HRV-2022,2022,-4326432331,5.516104219,3927390914,-0.560462171,-399041416.1,71198635102.0,7.287936432,75627129376,10.78058068,8.012806698,8.012806698,-19300478456,-4862008577,125.2138576,36.87345094,21.11216992,2.199659536,1531576825,,,1.792828775,4.358892862,128211612.8,100,0.0662,6.7436,,34.74106505,,6.481516303,,,,,3.79,,,80.7,74.6,77.57560976,,,,,,,,,5.264,11.647,7.185,6.96,18.042,7.1597415
HTI,Haiti,Latin America & Caribbean,Lower middle income,ECI-HTI-2022,2022,-39413200,0.194598953,39413200,,,20253551921.0,-1.681983969,24719871277,33.98393195,30.20129186,30.20129186,-3508005277,-4095458391,36.52955028,3.902316611,6.941379339,17.63119484,1398333162,1.274668932,13.12444418,0.687485763,0.828947252,1274528.342,49.3,,1.3855,,12.37590711,,1.174640369,2116873714,,,,,,0.23,66.695,60.892,63.728,,,67.41888472,,22.58268497,,,,,,,,,115.6307155
HUN,Hungary,Europe & Central Asia,High income,ECI-HUN-2022,2022,-4156065353,-1.122794398,-1987414897,-3.470772621,-6143480250,177006000000.0,4.583407673,1.84866E+11,14.60814395,14.23134116,14.23134116,-15964806630,-8282168972,185.2711132,30.64433898,2.6373566,2.917636139,36529385952,,,1.835657226,3.853373876,325681720,100,0.1672,14.6829,0.0185,22.46437541,,6.66393485,,,,,6.63,,,79.5,72.7,76.01707317,,,100,100,,,,,1.447,11.618,3.306,3.609,10.564,372.5958333
IDN,Indonesia,East Asia & Pacific,Upper middle income,ECI-IDN-2022,2022,-18067207971,1.872676381,24702029705,0.502990001,6634821734,1319080000000.0,5.307419348,1.19344E+12,4.209463834,9.566686845,9.566686845,62672201692,42715082770,45.46589868,5.031721567,7.683285892,-4.472796182,113483382.1,0.863943338,13.93261433,0.767998661,4.378526872,1133923494,100,5.913,147.5568,0.1707,48.04199007,,4.134145583,339000000000,924000000000,588000000000,336000000000,12.48,,5.88,70.437,66.181,68.25,,,94.10719255,30.26616672,78.98522122,2.6,9.5,24.6,4.097,1.985,6.269,3.462,14.141,14849.85394
IMN,Isle of Man,Europe & Central Asia,High income,ECI-IMN-2022,2022,,,,,,,,,,,,,,,,,,,,,,,,100,,,,6.070175439,2.7,,,,,,,,,82.732,78.833,80.762,,,99.88385161,99.70983139,,,,,,,,,,0.811301716
IND,India,South Asia,Lower middle income,ECI-IND-2022,2022,-35408008686,1.489211205,49940258404,0.433349562,14532249718,3353470000000.0,6.987039326,3.50981E+12,6.699034141,6.747513083,6.747513083,-2.67188E+11,-1.34661E+11,49.96531997,14.49887633,1.713562249,9.649889745,3.58826E+11,4.127284927,14.15547466,2.363926577,8.539157342,79976789328,99.2,29.9048,323.609,,24.44942974,,2.734071514,466000000000,,,,23.23,,1.99,69.384,66.257,67.744,76,97,93.29909578,,76.26479313,,,,14.3,3.095,8.06,4.822,17.856,78.60449058
IRL,Ireland,Europe & Central Asia,High income,ECI-IRL-2022,2022,27133483179,-6.485206003,-35575910808,-1.538987509,-8442427628,548570000000.0,8.619503552,3.19029E+11,7.829457364,6.762875657,6.762875657,2.15362E+11,2.26351E+11,232.1294906,140.4605949,11.68483579,4.485874383,6676523527,,,0.218652665,1.316562145,116431298.7,100,0.1771,11.2571,0.0095,11.46784729,,11.6883675,,,,,3.32,,,84.9,81.3,83.05609756,,,95.99140504,95.99140504,,,,,3.336,8.298,5.114,4.501,9.339,0.949623753
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,ECI-IRN-2022,2022,,0.025357373,100000000,0.025357373,100000000,394363000000.0,3.776631402,3.78645E+11,43.48846417,50.58524806,50.58524806,,,51.59750681,,12.73218238,-3.613419339,52196823.4,3.63673459,18.82119942,2.111552737,15.48687896,733435772.5,100,1.6511,140.3506,,6.641489492,,10.72887338,1124069185,,,,,,0.04,77.453,71.93,74.556,88.95999908,98.80999756,97.69118664,94.22125147,,0.5,,20,12.942,6.698,9.507,9.085,22.63,42000
IRQ,Iraq,Middle East & North Africa,Upper middle income,ECI-IRQ-2022,2022,2326500000,-0.728508762,-2088200000,0.083135542,238300000,286640000000.0,7.639811402,1.9988E+11,4.994765964,26.99383376,26.99383376,71130000000,57917300000,68.9343589,10.91287426,15.65834798,15.71148613,4488224269,,,1.857189342,4.661396112,468313992.6,100,0.0643,37.7251,,1.900361184,,8.288891146,17938846988,,,,,,1.62,73.362,69.162,71.336,,,98.38285248,59.74263127,97.39160768,,,,,,,,,1450
ISL,Iceland,Europe & Central Asia,High income,ECI-ISL-2022,2022,-1093866702,4.859634189,1398126798,1.057552693,304260095.1,28770206627.0,8.992507613,28810297918,8.308755116,8.885194567,8.885194567,-1462985221,-31079670.47,91.52734175,33.8392145,25.55516493,2.387774325,7352273755,7.139665127,14.89868927,,,,100,0.0007,0.9504,0.0007,0.522265199,,11.44258029,,,,,15.49,,,83.4,81,82.17073171,,,100,100,,,,,2.447,7.29,3.165,3.789,8.652,135.279902
ISR,Israel,Middle East & North Africa,High income,ECI-ISR-2022,2022,-12784400000,4.386891768,23031200000,1.951769885,10246800000,525000000000.0,6.470371502,5.12194E+11,4.393596659,4.725798006,4.725798006,-26105900000,15423100000,60.50466185,24.97681834,2.893776637,0.141647124,1968877974,6.456244469,17.53333473,4.455739969,12.17756588,234674573.5,100,0.0718,18.6766,,,,8.447481036,,,,,9.57,,,84.8,80.7,82.7,,,100,99.47115604,,,,,2.448,6.873,4.204,3.695,6.765,3.359614402
ITA,Italy,Europe & Central Asia,High income,ECI-ITA-2022,2022,-15930452556,2.982807763,62728326244,2.225349464,46799008931,2103000000000.0,4.661762651,2.14125E+12,8.201289912,3.560161402,3.560161402,-20616772444,-32685085013,72.05319193,12.68384914,18.79883222,0.992995738,3.95339E+11,,,1.694557522,3.447549142,34691881158,100,0.8006,104.0128,0.4144,32.71253212,,6.830985439,,,,,8.5,,,85,80.9,82.9,,,99.91703407,92.71055756,,,,,4.087,11.549,7.753,8.069,23.703,0.949623753
JAM,Jamaica,Latin America & Caribbean,Upper middle income,ECI-JAM-2022,2022,-258446000,1.864197336,318736000,0.352619276,60290000,17097760724.0,5.221519847,,10.34956884,12.79780039,12.79780039,-4608032251,-3302861297,,45.26361555,,,,5.354359269,16.93285943,1.289999447,4.126881581,2253651.982,100,,2.2955,0.0007,55.83204986,,2.696622644,12007712141,,,,,,8.86,72.737,68.532,70.629,,93.56999969,91.09963332,,,,,,2.142,2.146,5.476,4.083,12.029,153.4268165
JOR,Jordan,Middle East & North Africa,Lower middle income,ECI-JOR-2022,2022,-1267183099,2.56620402,1251408451,-0.032348323,-15774647.89,48764963380.0,2.647436164,,4.229155689,2.616072186,2.616072186,-11561690141,-9275352113,104.0954594,27.97176823,,,,3.162299213,9.683899879,4.896258774,14.47632295,2323347887,100,0.0148,7.8684,0.0002,1.098047165,,2.827172748,22837609849,,,,14.32,,9.55,76.675,72.12,74.215,,,98.96938517,85.70913102,,,,,27.495,20.469,10.979,18.2,41.917,0.71
JPN,Japan,East Asia & Pacific,High income,ECI-JPN-2022,2022,1.26857E+11,1.127819293,48004621741,4.108185939,1.74861E+11,4256410000000.0,0.954736938,4.41646E+12,2.497702782,0.333979877,0.333979877,-1.15689E+11,-1.57923E+11,46.84373214,8.999118541,21.597196,1.667932184,9.19258E+11,3.237621374,7.521291256,1.158864322,2.559258348,4688194665,100,0.5789,186.5865,3.2744,68.40877915,,8.851755424,,,,,6.26,,,87.09,81.05,83.99634146,,,99.13674217,98.6585502,,,,,,,,2.615,4.438,131.4981404
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,ECI-KAZ-2022,2022,-7956423973,2.251698147,5077496659,-1.276706955,-2878927314,225496000000.0,3.2,1.91474E+11,15.02786444,19.76900648,19.76900648,34997154405,33421052095,68.33431474,7.78748359,1.499269785,9.999999987,23675467930,4.458223627,,0.51743585,2.382563633,116353994.3,100,0.4601,22.2068,,1.301314553,,16.01813642,143000000000,33262494124,32052954212,1209539911,7.73,,21.76,78.41,70.26,74.44,,,,,,,5.2,,,,,4.86,3.81,460.165
KEN,Kenya,Sub-Saharan Africa,Lower middle income,ECI-KEN-2022,2022,-250399759.5,0.691645983,791581760.1,0.472858744,541182000.6,114449000000.0,4.859981043,1.22409E+11,7.659862683,6.957054456,6.957054456,-11923859881,-10651990575,33.69113873,10.30806558,12.2133414,8.122481588,139781745.7,4.511177994,,1.125238813,4.432722875,1155179523,76,0.1983,10.5947,0.0014,6.344818498,,1.922244596,35606016558,63308643090,60692525228,2616117862,17.11,,2.96,64.686,59.579,62.055,82.87999725,95.72988892,62.86177758,,37.59923839,,,,,,,,,117.8659892
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,ECI-KGZ-2022,2022,-509461000,0.451992681,54849000,-3.746308894,-454612000,12134931018.0,8.9675052,17123865020,13.92290932,19.65728424,19.65728424,-6918726775,-7027242104,133.786718,23.55264437,16.7856684,4.372725361,236929236.5,7.168843746,2.981248856,3.535195519,8.379322636,35213289.83,99.7,0.1282,1.7047,,7.048279458,,3.071415889,8131905310,,,,3.19,,5.14,76.3,68,72.04878049,,,90.79580709,76.4871521,,0.3,,19.5,,,,4.767,10.953,84.11622257
KHM,Cambodia,East Asia & Pacific,Lower middle income,ECI-KHM-2022,2022,-3428345015,8.948301258,3578831296,0.376267128,150486280.4,39994532960.0,5.103368887,40199306386,5.343702649,3.515024831,3.515024831,-8826268984,-9261970319,145.8736328,12.68065878,5.899853929,-1.24,235961924.2,2.883492783,,2.961615453,8.419298253,61868942.35,92.3,,7.1808,0.0126,43.94397235,,2.76711218,17529152463,,,,,,6.5,72.622,67.117,69.896,83.77999878,95.97000122,78.00650418,29.13127957,83.35053189,,,,,,,,,4102.037865
KIR,Kiribati,East Asia & Pacific,Lower middle income,ECI-KIR-2022,2022,-4252892.435,1.576628397,4270167.127,0.006378151,17274.69161,270841698.4,3.905352807,494813592.5,5.345954409,-2.437457963,-2.437457963,-168372285.6,-251424746.8,100.3620214,39.47344272,61.52542461,27.69896857,16663654.96,,16.12996475,,,,94.4,,0.0478,,1.456790123,41.9,0.968812515,,,,,0.82,,,69.386,65.731,67.661,,,75.69410554,14.41407467,55.68317547,,,,,,,,,1.441664459
